1;user_profile;User Profile;Perfil del usuario;NULL)
2;setting;Setting;Ajuste;NULL)
3;language;Language;Idioma;NULL)
4;manage_users;Manage Users;Administrar los usuarios;NULL)
5;add_user;Add User;Agregar usuario;NULL)
6;manage_company;Manage Company;Manejo de la empresa;NULL)
7;web_settings;Software Settings;Configuración de software;NULL)
8;manage_accounts;Manage Accounts;Cuentas de administración;NULL)
9;create_accounts;Create Account;Crear una cuenta;NULL)
10;manage_bank;Manage Bank;De Bank;NULL)
11;add_new_bank;Add New Bank;Añadir nuevo banco;NULL)
12;settings;Settings;Configuración;NULL)
13;closing_report;Closing Report;Informe final;NULL)
14;closing;Closing;Clausura;NULL)
15;cheque_manager;Cheque Manager;Compruebe el Administrador;NULL)
16;accounts_summary;Accounts Summary;Resumen de cuentas;NULL)
17;expense;Expense;Gastos;NULL)
18;income;Income;Ingresos;NULL)
19;accounts;Accounts;cuentas;NULL)
20;stock_report;Stock Report;Informe de la;NULL)
21;stock;Stock;Valores;NULL)
22;pos_invoice;POS Sale;Venta POS;NULL)
23;manage_invoice;Manage Sale;Director del Sale;NULL)
24;new_invoice;New Sale;Nuevo Venta;NULL)
25;invoice;Sale;Rebaja;NULL)
26;manage_purchase;Manage Purchase;Manejo de Compra;NULL)
27;add_purchase;Add Purchase;Añadir Compra;NULL)
28;purchase;Purchase;Compra;NULL)
29;paid_customer;Paid Customer;A cargo del cliente;NULL)
30;manage_customer;Manage Customer;Manejo de Cliente;NULL)
31;add_customer;Add Customer;Agregar al cliente;NULL)
32;customer;Customer;Cliente;NULL)
33;supplier_payment_actual;Supplier Payment Ledger;Pago a Proveedores de Ledger;NULL)
34;supplier_sales_summary;Supplier Sales Summary;Resumen de ventas del Proveedor;NULL)
35;supplier_sales_details;Supplier Sales Details;Detalles del Proveedor Ventas;NULL)
36;supplier_ledger;Supplier Ledger;Proveedor de Ledger;NULL)
37;manage_supplier;Manage Supplier;Manejo del Proveedor;NULL)
38;add_supplier;Add Supplier;Agregar Proveedor;NULL)
39;supplier;Supplier;Proveedor;NULL)
40;product_statement;Product Statement;Declaración de producto;NULL)
41;manage_product;Manage Product;Manejo de producto;NULL)
42;add_product;Add Product;Agregar producto;NULL)
43;product;Product;Producto;NULL)
44;manage_category;Manage Category;Gestionar categoría;NULL)
45;add_category;Add Category;Añadir categoría;NULL)
46;category;Category;Categoría;NULL)
47;sales_report_product_wise;Sales Report (Product Wise);Informe de ventas (Producto Wise);NULL)
48;purchase_report;Purchase Report;Informe de la compra;NULL)
49;sales_report;Sales Report;Reporte de ventas;NULL)
50;todays_report;Todays Report;Informe del día de hoy;NULL)
51;report;Report;Reporte;NULL)
52;dashboard;Dashboard;Tablero;NULL)
53;online;Online;En línea;NULL)
54;logout;Logout;Cerrar sesión;NULL)
55;change_password;Change Password;Cambia la contraseña;NULL)
56;total_purchase;Total Purchase;Compra Total;NULL)
57;total_amount;Total Amount;Cantidad total;NULL)
58;supplier_name;Supplier Name;Nombre del proveedor;NULL)
59;invoice_no;Invoice No;Factura no;NULL)
60;purchase_date;Purchase Date;Fecha de compra;NULL)
61;todays_purchase_report;Todays Purchase Report;Informe Compra hoy;NULL)
62;total_sales;Total Sales;Ventas totales;NULL)
63;customer_name;Customer Name;Nombre del cliente;NULL)
64;sales_date;Sales Date;Fecha de ventas;NULL)
65;todays_sales_report;Todays Sales Report;Informe de ventas de hoy;NULL)
66;home;Home;Casa;NULL)
67;todays_sales_and_purchase_report;Todays sales and purchase report;Venta y compra de hoy el informe;NULL)
68;total_ammount;Total Amount;Cantidad total;NULL)
69;rate;Rate;Velocidad;NULL)
70;product_model;Product Model;Modelo del Producto;NULL)
71;product_name;Product Name;Nombre del producto;NULL)
72;search;Search;Buscar;NULL)
73;end_date;End Date;Fecha final;NULL)
74;start_date;Start Date;Fecha de inicio;NULL)
75;total_purchase_report;Total Purchase Report;Informe total de la compra;NULL)
76;total_sales_report;Total Sales Report;Informe del total de ventas;NULL)
77;total_seles;Total Sales;Ventas totales;NULL)
78;all_stock_report;All Stock Report;Todo informe de la;NULL)
79;search_by_product;Search By Product;Búsqueda por producto;NULL)
80;date;Date;Fecha;NULL)
81;print;Print;Impresión;NULL)
82;stock_date;Stock Date;Fecha de la;NULL)
83;print_date;Print Date;Fecha de impresion;NULL)
84;sales;Sales;Ventas;NULL)
85;price;Price;Precio;NULL)
86;sl;SL.;SL.;NULL)
87;add_new_category;Add new category;Añadir nueva categoria;NULL)
88;category_name;Category Name;Nombre de la categoría;NULL)
89;save;Save;Salvar;NULL)
90;delete;Delete;Eliminar;NULL)
91;update;Update;Actualizar;NULL)
92;action;Action;Acción;NULL)
93;manage_your_category;Manage your category ;Administrar su categoría ;NULL)
94;category_edit;Category Edit;Categoría Editar;NULL)
95;status;Status;Estado;NULL)
96;active;Active;Activo;NULL)
97;inactive;Inactive;Inactivo;NULL)
98;save_changes;Save Changes;Guardar cambios;NULL)
99;save_and_add_another;Save And Add Another;Guardar y añadir otro;NULL)
100;model;Model;Modelo;NULL)
101;supplier_price;Supplier Price;Proveedor de precios;NULL)
102;sell_price;Sale Price;Precio de venta;NULL)
103;image;Image;Imagen;NULL)
104;select_one;Select One;Seleccione uno;NULL)
105;details;Details;detalles;NULL)
106;new_product;New Product;Nuevo producto;NULL)
107;add_new_product;Add new product;Agregar nuevo producto;NULL)
108;barcode;Barcode;Código de barras;NULL)
109;qr_code;Qr-Code;Código QR;NULL)
110;product_details;Product Details;Detalles de producto;NULL)
111;manage_your_product;Manage your product;Manejo de su producto;NULL)
112;product_edit;Product Edit;Editar producto;NULL)
113;edit_your_product;Edit your product;Editar su producto;NULL)
114;cancel;Cancel;Cancelar;NULL)
115;incl_vat;Incl. Vat;Incl. IVA;NULL)
116;money;TK;TK;NULL)
117;grand_total;Grand Total;Gran total;NULL)
118;quantity;Qnty;Qnty;NULL)
119;product_report;Product Report;Informe producto;NULL)
120;product_sales_and_purchase_report;Product sales and purchase report;Las ventas de productos y compra informe;NULL)
121;previous_stock;Previous Stock;De la anterior;NULL)
122;out;Out;Afuera;NULL)
123;in;In;En;NULL)
124;to;To;A;NULL)
125;previous_balance;Previous Credit Balance;Anterior balance de crédito;NULL)
126;customer_address;Customer Address;Dirección del cliente;NULL)
127;customer_mobile;Customer Mobile;Cliente móvil;NULL)
128;customer_email;Customer Email;Correo electrónico del cliente;NULL)
129;add_new_customer;Add new customer;Añadir nuevo cliente;NULL)
130;balance;Balance;Equilibrar;NULL)
131;mobile;Mobile;Móvil;NULL)
132;address;Address;Habla a;NULL)
133;manage_your_customer;Manage your customer;Administrar su cliente;NULL)
134;customer_edit;Customer Edit;Editar cliente;NULL)
135;paid_customer_list;Paid Customer List;A cargo Lista de clientes;NULL)
136;ammount;Amount;Cantidad;NULL)
137;customer_ledger;Customer Ledger;Cliente de Ledger;NULL)
138;manage_customer_ledger;Manage Customer Ledger;Manejo de Cliente de Ledger;NULL)
139;customer_information;Customer Information;Información al cliente;NULL)
140;debit_ammount;Debit Amount;Debe Importe;NULL)
141;credit_ammount;Credit Amount;Monto de crédito;NULL)
142;balance_ammount;Balance Amount;Balance de Cuenta;NULL)
143;receipt_no;Receipt NO;Recibo NO;NULL)
144;description;Description;Descripción;NULL)
145;debit;Debit;Débito;NULL)
146;credit;Credit;Crédito;NULL)
147;item_information;Item Information;Información del artículo;NULL)
148;total;Total;Total;NULL)
149;please_select_supplier;Please Select Supplier;Por favor seleccione Proveedor;NULL)
150;submit;Submit;Enviar;NULL)
151;submit_and_add_another;Submit And Add Another One;Enviar y añadir otro;NULL)
152;add_new_item;Add New Item;Agregar ítem nuevo;NULL)
153;manage_your_purchase;Manage your purchase;Gestionar su compra;NULL)
154;purchase_edit;Purchase Edit;Compra Editar;NULL)
155;purchase_ledger;Purchase Ledger;Libro mayor de compra;NULL)
156;invoice_information;Sale Information;Información de venta;NULL)
157;paid_ammount;Paid Amount;Monto de pago;NULL)
158;discount;Dis./Pcs.;Dis./Pcs .;NULL)
159;save_and_paid;Save And Paid;Guardar y pagado;NULL)
160;payee_name;Payee Name;Nombre del beneficiario;NULL)
161;manage_your_invoice;Manage your Sale;Gestionar su venta;NULL)
162;invoice_edit;Sale Edit;Editar la venta;NULL)
163;new_pos_invoice;New POS Sale;Nuevo punto de venta Venta;NULL)
164;add_new_pos_invoice;Add new pos Sale;Añadir nueva pos venta;NULL)
165;product_id;Product ID;Identificación de producto;NULL)
166;paid_amount;Paid Amount;Monto de pago;NULL)
167;authorised_by;Authorised By;Autorizado por;NULL)
168;checked_by;Checked By;Revisado por;NULL)
169;received_by;Received By;Recibido por;NULL)
170;prepared_by;Prepared By;Preparado por;NULL)
171;memo_no;Memo No;Memo no;NULL)
172;website;Website;Sitio web;NULL)
173;email;Email;Email;NULL)
174;invoice_details;Sale Details;Venta El detalle;NULL)
175;reset;Reset;Reiniciar;NULL)
176;payment_account;Payment Account;Cuenta de pago;NULL)
177;bank_name;Bank Name;Nombre del banco;NULL)
178;cheque_or_pay_order_no;Cheque/Pay Order No;Compruebe / Pago de orden;NULL)
179;payment_type;Payment Type;Tipo de pago;NULL)
180;payment_from;Payment From;Pago de;NULL)
181;payment_date;Payment Date;Fecha de pago;NULL)
182;add_income;Add Income;Añadir Ingresos;NULL)
183;cash;Cash;Efectivo;NULL)
184;cheque;Cheque;Cheque;NULL)
185;pay_order;Pay Order;Orden de pago;NULL)
186;payment_to;Payment To;Pago Para;NULL)
187;total_outflow_ammount;Total Expense Amount;Monto total de gastos;NULL)
188;transections;Transections;transección;NULL)
189;accounts_name;Accounts Name;Nombre cuentas;NULL)
190;outflow_report;Expense Report;Informe de gastos;NULL)
191;inflow_report;Income Report;Informe de resultados;NULL)
192;all;All;Todas;NULL)
193;account;Account;Cuenta;NULL)
194;from;From;Desde;NULL)
195;account_summary_report;Account Summary Report;Resumen de la cuenta Report;NULL)
196;search_by_date;Search By Date;Buscar por fecha;NULL)
197;cheque_no;Cheque No;Sin comprobar;NULL)
198;name;Name;Nombre;NULL)
199;closing_account;Closing Account;Cierre de cuenta;NULL)
200;close_your_account;Close your account;Cerrar su cuenta;NULL)
201;last_day_closing;Last Day Closing;Ultimo día de cierre;NULL)
202;cash_in;Cash In;Dinero en efectivo en;NULL)
203;cash_out;Cash Out;Reintegro;NULL)
204;cash_in_hand;Cash In Hand;Dinero en efectivo;NULL)
205;add_new_bank;Add New Bank;Añadir nuevo banco;NULL)
206;day_closing;Day Closing;Día de cierre;NULL)
207;account_closing_report;Account Closing Report;Cuenta, informe de cierre;NULL)
208;last_day_ammount;Last Day Amount;Último día Monto;NULL)
209;adjustment;Adjustment;Ajustamiento;NULL)
210;pay_type;Pay Type;Pago Tipo;NULL)
211;customer_or_supplier;Customer,Supplier Or Others;Cliente;NULL)
212;transection_id;Transections ID;Transección ID;NULL)
213;accounts_summary_report;Accounts Summary Report;Cuentas Informe de síntesis;NULL)
214;bank_list;Bank List;Lista de bancos;NULL)
215;bank_edit;Bank Edit;Banco Editar;NULL)
216;debit_plus;Debit (+);Débito (+);NULL)
217;credit_minus;Credit (-);Crédito (-);NULL)
218;account_name;Account Name;Nombre de la cuenta;NULL)
219;account_type;Account Type;Tipo de cuenta;NULL)
220;account_real_name;Account Real Name;Cuenta Nombre real;NULL)
221;manage_account;Manage Account;Administrar cuenta;NULL)
222;company_name;Niha International;Niha Internacional;NULL)
223;edit_your_company_information;Edit your company information;Editar su información de la compañía;NULL)
224;company_edit;Company Edit;La empresa Other;NULL)
225;admin;Admin;Administración;NULL)
226;user;User;Usuario;NULL)
227;password;Password;Contraseña;NULL)
228;last_name;Last Name;Apellido;NULL)
229;first_name;First Name;Primer nombre;NULL)
230;add_new_user_information;Add new user information;Añadir nueva información de usuario;NULL)
231;user_type;User Type;Tipo de usuario;NULL)
232;user_edit;User Edit;Editar usuario;NULL)
233;rtr;RTR;RTR;NULL)
234;ltr;LTR;LTR;NULL)
235;ltr_or_rtr;LTR/RTR;LTR / RTR;NULL)
236;footer_text;Footer Text;Texto de pie de página;NULL)
237;favicon;Favicon;favicon;NULL)
238;logo;Logo;Logo;NULL)
239;update_setting;Update Setting;Ajuste de actualización;NULL)
240;update_your_web_setting;Update your web setting;Actualizar la configuración de red;NULL)
241;login;Login;Iniciar sesión;NULL)
242;your_strong_password;Your strong password;Su contraseña segura;NULL)
243;your_unique_email;Your unique email;Su única de correo electrónico;NULL)
244;please_enter_your_login_information;Please enter your login information.;Por favor, introduzca su información de registro.;NULL)
245;update_profile;Update Profile;Actualización del perfil;NULL)
246;your_profile;Your Profile;Tu perfil;NULL)
247;re_type_password;Re-Type Password;Vuelva a escribir la contraseña;NULL)
248;new_password;New Password;Nueva contraseña;NULL)
249;old_password;Old Password;Contraseña anterior;NULL)
250;new_information;New Information;Nueva información;NULL)
251;old_information;Old Information;Información de edad;NULL)
252;change_your_information;Change your information;Cambiar su información;NULL)
253;change_your_profile;Change your profile;Cambiar el perfil;NULL)
254;profile;Profile;Perfil;NULL)
255;wrong_username_or_password;Wrong User Name Or Password !;Nombre de usuario o contraseña incorrectos !;NULL)
256;successfully_updated;Successfully Updated.;Actualizado exitosamente.;NULL)
257;blank_field_does_not_accept;Blank Field Does Not Accept !;El campo en blanco no acepta!;NULL)
258;successfully_changed_password;Successfully changed password.;Se ha cambiado correctamente la contraseña.;NULL)
259;you_are_not_authorised_person;You are not authorised person !;No está autorizado persona!;NULL)
260;password_and_repassword_does_not_match;Passwor and re-password does not match !;Passwor y volver a la contraseña no coincide!;NULL)
261;new_password_at_least_six_character;New Password At Least 6 Character.;Nueva contraseña de al menos 6 caracteres .;NULL)
262;you_put_wrong_email_address;You put wrong email address !;Pones dirección de correo electrónico equivocada!;NULL)
263;cheque_ammount_asjusted;Cheque amount adjusted.;Comprobar la cantidad se ajusta .;NULL)
264;successfully_payment_paid;Successfully Payment Paid.;Éxito del pago pagado .;NULL)
265;successfully_added;Successfully Added.;Agregado exitosamente.;NULL)
266;successfully_updated_2_closing_ammount_not_changeale;Successfully Updated -2. Note: Closing Amount Not Changeable.;Actualizado con éxito -2. Nota: Cierre cantidad que no modificable .;NULL)
267;successfully_payment_received;Successfully Payment Received.;Éxito pago recibido .;NULL)
268;already_inserted;Already Inserted !;Ya insertada!;NULL)
269;successfully_delete;Successfully Delete.;Eliminar éxito .;NULL)
270;successfully_created;Successfully Created.;Creado con éxito .;NULL)
271;logo_not_uploaded;Logo not uploaded !;Logo no ha subido!;NULL)
272;favicon_not_uploaded;Favicon not uploaded !;Favicon no ha subido!;NULL)
273;supplier_mobile;Supplier Mobile;Proveedor móvil;NULL)
274;supplier_address;Supplier Address;Dirección del proveedor;NULL)
275;supplier_details;Supplier Details;Detalles del Proveedor;NULL)
276;add_new_supplier;Add New Supplier;Agregar nuevo proveedor;NULL)
277;manage_suppiler;Manage Supplier;Manejo del Proveedor;NULL)
278;manage_your_supplier;Manage your supplier;Administrar su proveedor;NULL)
279;manage_supplier_ledger;Manage supplier ledger;Administrar libro mayor proveedor;NULL)
280;invoice_id;Invoice ID;ID de factura;NULL)
281;deposite_id;Deposite ID;Deposit ID;NULL)
282;supplier_actual_ledger;Supplier Payment Ledger;Pago a Proveedores de Ledger;NULL)
283;supplier_information;Supplier Information;Información del proveedor;NULL)
284;event;Event;Evento;NULL)
285;add_new_income;Add New Income;Añadir nuevos ingresos;NULL)
286;add_expese;Add Expense;Agregar gastos;NULL)
287;add_new_expense;Add New Expense;Añadir nuevo gasto;NULL)
288;total_inflow_ammount;Total Income Amount;Monto total de los ingresos;NULL)
289;create_new_invoice;Create New Sale;Crear nueva venta;NULL)
290;create_pos_invoice;Create POS Sale;Crear POS Venta;NULL)
291;total_profit;Total Profit;Beneficio total;NULL)
292;monthly_progress_report;Monthly Progress Report;Reporte de progreso mensual;NULL)
293;total_invoice;Total Sale;Venta total;NULL)
294;account_summary;Account Summary;Resumen de la cuenta;NULL)
295;total_supplier;Total Supplier;Proveedor Total;NULL)
296;total_product;Total Product;Producto total;NULL)
297;total_customer;Total Customer;Cliente Total;NULL)
298;supplier_edit;Supplier Edit;Editar proveedor;NULL)
299;add_new_invoice;Add New Sale;Añadir nueva venta;NULL)
300;add_new_purchase;Add new purchase;Añadir nueva compra;NULL)
301;currency;Currency;Moneda;NULL)
302;currency_position;Currency Position;Posición de divisas;NULL)
303;left;Left;Izquierda;NULL)
304;right;Right;Correcto;NULL)
305;add_tax;Add Tax;Añadir impuestos;NULL)
306;manage_tax;Manage Tax;Manejo de impuestos;NULL)
307;add_new_tax;Add new tax;Añadir nuevo impuesto;NULL)
308;enter_tax;Enter Tax;Introducir impuestos;NULL)
309;already_exists;Already Exists !;Ya existe !;NULL)
310;successfully_inserted;Successfully Inserted.;Insertado éxito .;NULL)
311;tax;Tax;Impuesto;NULL)
312;tax_edit;Tax Edit;Editar impuestos;NULL)
313;product_not_added;Product not added !;El producto no ha añadido!;NULL)
314;total_tax;Total Tax;Total impuestos;NULL)
315;manage_your_supplier_details;Manage your supplier details.;Manejo de los datos de su proveedor .;NULL)
316;invoice_description;Lorem Ipsum is sim ply dummy Lorem Ipsum is simply dummy Lorem Ipsum is simply dummy Lorem Ipsum is simply dummy Lorem Ipsum is simply dummy Lorem Ipsum is sim ply dummy Lorem Ipsum is simply dummy Lorem Ipsum is simply dummy Lorem Ipsum is simply dummy Lorem Ipsum is simply dummy;Lorem Ipsum es ply sim maniquí Lorem Ipsum es simplemente maniquí Lorem Ipsum es simplemente maniquí Lorem Ipsum es simplemente maniquí Lorem Ipsum es simplemente maniquí Lorem Ipsum es ply sim maniquí Lorem Ipsum es simplemente maniquí Lorem Ipsum es simplemente maniquí Lorem Ipsum es simplemente maniquí Lorem Ipsum es simplemente ficticio;NULL)
317;thank_you_for_choosing_us;Thank you very much for choosing us.;Muchas gracias por su preferencia.;NULL)
318;billing_date;Billing Date;Fecha de facturación;NULL)
319;billing_to;Billing To;Facturación a;NULL)
320;billing_from;Billing From;A partir de la facturación;NULL)
321;you_cant_delete_this_product;Sorry !! You can\t delete this product.This product already used in calculation system!;Lo siento !! Puede \ t eliminar este producto producto.Este ya utilizado en el sistema de cálculo!;NULL)
322;old_customer;Old Customer;Cliente de edad;NULL)
323;new_customer;New Customer;Nuevo cliente;NULL)
324;new_supplier;New Supplier;Nuevo proveedor;NULL)
325;old_supplier;Old Supplier;Proveedor de edad;NULL)
326;credit_customer;Credit Customer;Cliente de crédito;NULL)
327;account_already_exists;This Account Already Exists !;Esta cuenta ya existe !;NULL)
328;edit_income;Edit Income;Editar Ingresos;NULL)
329;you_are_not_access_this_part;You are not authorised person !;No está autorizado persona!;NULL)
330;account_edit;Account Edit;Editar cuenta;NULL)
331;due;Due;Debido;NULL)
332;expense_edit;Expense Edit;Editar gasto;NULL)
333;please_select_customer;Please select customer !;Por favor, seleccione al cliente!;NULL)
334;profit_report;Profit Report (Sale Wise);Informe beneficio (Venta Wise);NULL)
335;total_profit_report;Total profit report;Informe del total de ganancias;NULL)
336;please_enter_valid_captcha;Please enter valid captcha.;Por favor, introduzca código de imagen válida .;NULL)
337;category_not_selected;Category not selected.;Categoría no seleccionado.;NULL)
338;supplier_not_selected;Supplier not selected.;El proveedor no seleccionado.;NULL)
339;please_select_product;Please select product.;Por favor seleccione su producto.;NULL)
340;product_model_already_exist;Product model already exist !;Modelo del producto ya existe!;NULL)
341;invoice_logo;Sale Logo;Logotipo de la venta;NULL)
342;available_qnty;Av. Qnty.;AV. Qnty .;NULL)
343;you_can_not_buy_greater_than_available_cartoon;You can not select grater than available cartoon !;No se puede seleccionar rallador de dibujos animados disponible!;NULL)
344;customer_details;Customer details;Detalles del cliente;NULL)
345;manage_customer_details;Manage customer details.;Manejo de los datos del cliente.;NULL)
346;site_key;Captcha Site Key;Captcha Site Key;NULL)
347;secret_key;Captcha Secret Key;Captcha clave secreta;NULL)
348;captcha;Captcha;Captcha;NULL)
349;cartoon_quantity;Cartoon Quantity;Cantidad de dibujos animados;NULL)
350;total_cartoon;Total Cartoon;Dibujos animados total;NULL)
351;cartoon;Cartoon;Dibujos animados;NULL)
352;item_cartoon;Item/Cartoon;Artículo / de dibujos animados;NULL)
353;product_and_supplier_did_not_match;Product and supplier did not match !;Producto y el distribuidor no se correspondían!;NULL)
354;if_you_update_purchase_first_select_supplier_then_product_and_then_quantity;If you update purchase;Si actualiza compra;first select supplier then product and then update qnty.'
355;item;Item;Articulo;NULL)
356;manage_your_credit_customer;Manage your credit customer;Administrar su crédito cliente;NULL)
357;total_quantity;Total Quantity;Cantidad total;NULL)
358;quantity_per_cartoon;Quantity per cartoon;Cantidad por dibujos animados;NULL)
359;barcode_qrcode_scan_here;Barcode or QR-code scan here;Código de barras o código QR de Análisis Aquí;NULL)
360;synchronizer_setting;Synchronizer Setting;Sincronizador Setting;NULL)
361;data_synchronizer;Data Synchronizer;Datos sincronizador;NULL)
362;hostname;Host name;nombre de host;NULL)
363;username;User Name;Nombre de usuario;NULL)
364;ftp_port;FTP Port;Puerto FTP;NULL)
365;ftp_debug;FTP Debug;FTP depuración;NULL)
366;project_root;Project Root;Raíz del proyecto;NULL)
367;please_try_again;Please try again;Inténtalo de nuevo;NULL)
368;save_successfully;Save successfully;Guardar éxito;NULL)
369;synchronize;Synchronize;Sincronizar;NULL)
370;internet_connection;Internet Connection;Conexión a Internet;NULL)
371;outgoing_file;Outgoing File;Archivo de salida;NULL)
372;incoming_file;Incoming File;Archivo de entrada;NULL)
373;ok;Ok;Okay;NULL)
374;not_available;Not Available;No disponible;NULL)
375;available;Available;Disponible;NULL)
376;download_data_from_server;Download data from server;datos de servidor de descarga;NULL)
377;data_import_to_database;Data import to database;importación de datos a la base de datos;NULL)
378;data_upload_to_server;Data uplod to server;Datos uplod al servidor;NULL)
379;please_wait;Please Wait;Por favor espera;NULL)
380;ooops_something_went_wrong;Oooops Something went wrong !;Oooops Algo salió mal!;NULL)
381;upload_successfully;Upload successfully;Sube éxito;NULL)
382;unable_to_upload_file_please_check_configuration;Unable to upload file please check configuration;No se puede subir por favor configuración de comprobación del archivo;NULL)
383;please_configure_synchronizer_settings;Please configure synchronizer settings;Por favor, configure los ajustes del sincronizador;NULL)
384;download_successfully;Download successfully;Descargar correctamente;NULL)
385;unable_to_download_file_please_check_configuration;Unable to download file please check configuration;No se ha podido descargar el archivo de configuración de cuenta, por favor;NULL)
386;data_import_first;Data import past;Los datos de importación pasado;NULL)
387;data_import_successfully;Data import successfully;Importación de datos de éxito;NULL)
388;unable_to_import_data_please_check_config_or_sql_file;Unable to import data please check config or sql file;No es posible importar datos de configuración complacer cheque o archivo sql;NULL)
389;total_sale_ctn;Total Sale Ctn;Venta total CTN;NULL)
390;in_qnty;In Qnty.;En Qnty .;NULL)
391;out_qnty;Out Qnty.;Qnty a cabo .;NULL)
392;stock_report_supplier_wise;Stock Report (Supplier Wise);Informe de la (Proveedor Wise);NULL)
393;all_stock_report_supplier_wise;Stock Report (Suppler Wise);Informe de la (Suppler Wise);NULL)
394;select_supplier;Select Supplier;Seleccione Proveedor;NULL)
395;stock_report_product_wise;Stock Report (Product Wise);Informe de la (Producto Wise);NULL)
396;phone;Phone;Teléfono;NULL)
397;select_product;Select Product;Seleccionar producto;NULL)
398;in_quantity;In Qnty.;En Qnty .;NULL)
399;out_quantity;Out Qnty.;Qnty a cabo .;NULL)
400;in_taka;In TK.;En TK .;NULL)
401;out_taka;Out TK.;Sale TK .;NULL)
402;commission;Commission;Comisión;NULL)
403;generate_commission;Generate Commssion;Generar commssion;NULL)
404;commission_rate;Commission Rate;Porcentaje de comision;NULL)
405;total_ctn;Total Ctn.;CTN total.;NULL)
406;per_pcs_commission;Per PCS Commission;Comisión por las PC;NULL)
407;total_commission;Total Commission;Comisión total;NULL)
408;enter;Enter;Entrar;NULL)
409;please_add_walking_customer_for_default_customer;Please add \Walking Customer\ for default customer.;Añada \ Cliente Caminar \ para el cliente por defecto.;NULL)
410;supplier_ammount;Supplier Amount;Monto del proveedor;NULL)
411;my_sale_ammount;My Sale Amount;Mi cantidad de venta;NULL)
412;signature_pic;Signature Picture;Firma imagen;NULL)
413;branch;Branch;Rama;NULL)
414;ac_no;A/C Number;A / C Número;NULL)
415;ac_name;A/C Name;A / C Nombre;NULL)
416;bank_transaction;Bank Transaction;Transacción bancaria;NULL)
417;bank;Bank;Banco;NULL)
418;withdraw_deposite_id;Withdraw / Deposite ID;Retirar / deposite ID;NULL)
419;bank_ledger;Bank Ledger;Banco de Ledger;NULL)
420;note_name;Note Name;Nota Nombre;NULL)
421;pcs;Pcs.;Pcs .;NULL)
422;1;1;1;NULL)
423;2;2;2;NULL)
424;5;5;5;NULL)
425;10;10;10;NULL)
426;20;20;20;NULL)
427;50;50;50;NULL)
428;100;100;100;NULL)
429;500;500;500;NULL)
430;1000;1000;1000;NULL)
431;total_discount;Total Discount;Descuento total;NULL)
432;product_not_found;Product not found !;Producto no encontrado !;NULL)
433;this_is_not_credit_customer;This is not credit customer !;Esto no es cliente de crédito!;NULL)
434;personal_loan;Personal Loan;Préstamo personal;NULL)
435;add_person;Add Person;Agregar persona;NULL)
436;add_loan;Add Loan;Añadir Préstamo;NULL)
437;add_payment;Add Payment;Agregar Pago;NULL)
438;manage_person;Manage Person;Manejo de persona;NULL)
439;personal_edit;Person Edit;Editar persona;NULL)
440;person_ledger;Person Ledger;Persona de Ledger;NULL)
441;backup_restore;Backup ;Apoyo ;NULL)
442;database_backup;Database backup;Base de datos de copia de seguridad;NULL)
443;file_information;File information;Informacion del archivo;NULL)
444;filename;Filename;Nombre del archivo;NULL)
445;size;Size;Talla;NULL)
